TYPE	Proliferation	Invasion	Metastasis	Migration	DNA_Repair	Apoptosis	Nodes	Node1	Node2	mutant1	mutant2	gene1	gene2
DOUBLE	0.787186129999999	-0.136263303	2.8658978	0.873810796999999	-0.041	-1.005	AR_ERG_oe__SPOP_oe	AR_ERG_oe	SPOP_oe	OE	OE	AR_ERG	SPOP
DOUBLE	0.065071348	1.312343089	2.504252	0.519091489	-0.0102	0.6808753	AR_ERG_oe__TAK1_ko	AR_ERG_oe	TAK1_ko	OE	KO	AR_ERG	TAK1
DOUBLE	0.00467222999999972	1.395891264	2.4285925	0.434347164	0.0056	0.8981112	AR_ERG_oe__TAK1_oe	AR_ERG_oe	TAK1_oe	OE	OE	AR_ERG	TAK1
DOUBLE	0.11056103	0.891651985569999	2.4744729	0.472849785569999	0.0126	0.4116454	AR_ERG_oe__TCF_ko	AR_ERG_oe	TCF_ko	OE	KO	AR_ERG	TCF
DOUBLE	0.1195790503	1.2522605117	2.5362366	0.540559111699999	-0.0118	0.646274	AR_ERG_oe__TCF_oe	AR_ERG_oe	TCF_oe	OE	OE	AR_ERG	TCF
DOUBLE	0.0306227950000002	1.021613428	2.5297157	0.538167528	-0.0024	0.3697215	AR_ERG_oe__TERT_ko	AR_ERG_oe	TERT_ko	OE	KO	AR_ERG	TERT
DOUBLE	0.1787350592	0.9268444432	2.61464	0.618441143199999	-0.000400000000000005	0.3623745	AR_ERG_oe__TERT_oe	AR_ERG_oe	TERT_oe	OE	OE	AR_ERG	TERT
DOUBLE	0.170711452	0.5656814577	2.649639	0.6561132077	0	-0.0313879999999999	AR_ERG_oe__TGFBR_ko	AR_ERG_oe	TGFBR_ko	OE	KO	AR_ERG	TGFBR
DOUBLE	-0.3057204973	1.7146868584	2.6213726	0.6266933984	0.024	0.989253	AR_ERG_oe__TGFBR_oe	AR_ERG_oe	TGFBR_oe	OE	OE	AR_ERG	TGFBR
DOUBLE	0.0627838660000002	1.194305944	2.5737921	0.579905493999999	0.0038	0.5801967	AR_ERG_oe__TSC1_2_ko	AR_ERG_oe	TSC1_2_ko	OE	KO	AR_ERG	TSC1_2
DOUBLE	-0.0949377410000003	1.149281937	2.5771159	0.588356936999999	0.001	0.5132205	AR_ERG_oe__TSC1_2_oe	AR_ERG_oe	TSC1_2_oe	OE	OE	AR_ERG	TSC1_2
DOUBLE	-1.02013774	-0.51376474	-2.0098	-4.0166	-0.000400000000000005	-0.14377604	AR_ERG_oe__TWIST1_ko	AR_ERG_oe	TWIST1_ko	OE	KO	AR_ERG	TWIST1
DOUBLE	0.115272979999999	1.193610897	2.8988156	0.899544596999999	0.0012	0.3756685	AR_ERG_oe__TWIST1_oe	AR_ERG_oe	TWIST1_oe	OE	OE	AR_ERG	TWIST1
DOUBLE	0.0743128498000001	0.861432865499999	2.4988697	0.498635365499999	0.000999999999999994	0.3114924	AR_ERG_oe__VEGF_ko	AR_ERG_oe	VEGF_ko	OE	KO	AR_ERG	VEGF
DOUBLE	0.0588561789999993	0.90476115	2.4924906	0.49620515	-0.0018	0.3355014	AR_ERG_oe__VEGF_oe	AR_ERG_oe	VEGF_oe	OE	OE	AR_ERG	VEGF
DOUBLE	-2.43722982	1.4945723255	2.40646712	0.4120990655	0.012021	0.5903436	AR_ERG_oe__VHL_ko	AR_ERG_oe	VHL_ko	OE	KO	AR_ERG	VHL
DOUBLE	2.689262688	0.745199888	2.58565693	0.590302218	-0.0158	0.5919436	AR_ERG_oe__VHL_oe	AR_ERG_oe	VHL_oe	OE	OE	AR_ERG	VHL
DOUBLE	0.1509902473	0.7430649663	2.937991	0.9407496063	-0.000400000000000005	-0.15624614	AR_ERG_oe__WNT_ko	AR_ERG_oe	WNT_ko	OE	KO	AR_ERG	WNT
DOUBLE	-0.52567952	4.0209369965	0.9375809	-1.0593716035	-0.0066	4.4129627	AR_ERG_oe__WNT_oe	AR_ERG_oe	WNT_oe	OE	OE	AR_ERG	WNT
DOUBLE	0.31991095	-0.2846094722	1.6226314	-0.3735552722	0.0026	0.4967266	AR_ERG_oe__YWHAZ_ko	AR_ERG_oe	YWHAZ_ko	OE	KO	AR_ERG	YWHAZ
DOUBLE	-0.0739486505000002	1.7989841529	2.8970868	0.896917952899999	0.0012	0.6043904	AR_ERG_oe__YWHAZ_oe	AR_ERG_oe	YWHAZ_oe	OE	OE	AR_ERG	YWHAZ
DOUBLE	0.0710243789999998	0.990692395000001	2.4912927	0.494585195	0.000199999999999999	0.4134564	AR_ERG_oe__ZBTB17_ko	AR_ERG_oe	ZBTB17_ko	OE	KO	AR_ERG	ZBTB17
DOUBLE	-0.34520657	0.9449706965	2.3736085	0.381596496499999	0.0268	0.4885795	AR_ERG_oe__ZBTB17_oe	AR_ERG_oe	ZBTB17_oe	OE	OE	AR_ERG	ZBTB17
SINGLE	-2.58398882	0.37696161	-2.0098	-0.600214460000001	0.016816	1.7380917	AR_ko	AR_ko	NA	KO	NA	AR	NA
DOUBLE	-2.56749358	0.15668126	-2.0098	-0.6725733	0.0158	1.6007635	AR_ko__AR_ERG_ko	AR_ko	AR_ERG_ko	KO	KO	AR	AR_ERG
DOUBLE	-2.628961036	2.913476332	2.4027795	0.410801168	0.0094	3.228535	AR_ko__AR_ERG_oe	AR_ko	AR_ERG_oe	KO	OE	AR	AR_ERG
DOUBLE	-2.503250315	0.635685955	-2.0098	-0.59630206	-0.041	1.795559	AR_ko__ATM_ko	AR_ko	ATM_ko	KO	KO	AR	ATM
DOUBLE	-3.18961064	-0.65000234	-2.0098	-1.88213146	0.16148	1.4124144	AR_ko__ATM_oe	AR_ko	ATM_oe	KO	OE	AR	ATM
DOUBLE	-2.59435058	1.54819165	-2.0098	-0.4932083	-0.041	2.8994804	AR_ko__ATR_ko	AR_ko	ATR_ko	KO	KO	AR	ATR
DOUBLE	-3.166521892	0.274880808	-2.0098	-1.3163597	0.018101	2.0235479	AR_ko__ATR_oe	AR_ko	ATR_oe	KO	OE	AR	ATR
DOUBLE	-2.5859547	0.30186097	-2.0098	-0.6826874	0.0166	1.7140545	AR_ko__AXIN1_ko	AR_ko	AXIN1_ko	KO	KO	AR	AXIN1
DOUBLE	-2.52462931	0.08825255	-2.0098	-0.780531400000001	0.0198	1.620376	AR_ko__AXIN1_oe	AR_ko	AXIN1_oe	KO	OE	AR	AXIN1
DOUBLE	-2.63265859	0.32136225	-2.0098	-0.6062432	0.0252	1.6547418	AR_ko__BAD_ko	AR_ko	BAD_ko	KO	KO	AR	BAD
DOUBLE	-2.61444038	0.25539762	-2.0098	-0.61613877	0.0186	1.5449156	AR_ko__BAD_oe	AR_ko	BAD_oe	KO	OE	AR	BAD
DOUBLE	-2.55788878	0.32630267	-2.0098	-0.6470569	0.017	1.7297077	AR_ko__Bak_ko	AR_ko	Bak_ko	KO	KO	AR	Bak
DOUBLE	-2.45736281	0.48215645	-2.0098	-0.211169400000001	-0.0408	1.4254035	AR_ko__Bak_oe	AR_ko	Bak_oe	KO	OE	AR	Bak
DOUBLE	-2.568268685	0.160837815	-2.0098	-0.7170041	0.0162	1.596035	AR_ko__BAX_ko	AR_ko	BAX_ko	KO	KO	AR	BAX
DOUBLE	-2.56842238	0.44648807	-2.0098	-0.593684260000001	0.016	1.8068125	AR_ko__BAX_oe	AR_ko	BAX_oe	KO	OE	AR	BAX
DOUBLE	-2.54164696	0.417989739999999	-2.0098	-0.590613940000001	0.0134	1.732685	AR_ko__Bcl_XL_ko	AR_ko	Bcl_XL_ko	KO	KO	AR	Bcl_XL
DOUBLE	-2.51638429	0.45778971	-2.0098	-0.604102960000001	0.0118	1.805754	AR_ko__Bcl_XL_oe	AR_ko	Bcl_XL_oe	KO	OE	AR	Bcl_XL
DOUBLE	-2.63459505	0.32828085	-2.0098	-0.6532055	0.0126	1.6520663	AR_ko__BCL2_ko	AR_ko	BCL2_ko	KO	KO	AR	BCL2
DOUBLE	-2.36077084	0.479146259999999	-2.0098	-0.0819940000000003	0.0046	1.7543899	AR_ko__BCL2_oe	AR_ko	BCL2_oe	KO	OE	AR	BCL2
DOUBLE	-2.5407555	-2.5422155	-2.0098	-1.954923	0.018122	1.0534792	AR_ko__beta_catenin_ko	AR_ko	beta_catenin_ko	KO	KO	AR	beta_catenin
DOUBLE	-2.7027512	2.9884946	-2.0098	0.6296547	0.0154	2.0768881	AR_ko__beta_catenin_oe	AR_ko	beta_catenin_oe	KO	OE	AR	beta_catenin
DOUBLE	-2.59675779	0.31152001	-2.0098	-0.621776040000001	0.0184	1.7298236	AR_ko__BIRC5_ko	AR_ko	BIRC5_ko	KO	KO	AR	BIRC5
DOUBLE	-2.56427067	0.11641308	-2.0098	-0.71351364	0.012	1.4237046	AR_ko__BIRC5_oe	AR_ko	BIRC5_oe	KO	OE	AR	BIRC5
DOUBLE	-2.65252745	-1.14077159	-2.0098	-0.227107160000001	0.016	-0.1561825	AR_ko__BMP2_ko	AR_ko	BMP2_ko	KO	KO	AR	BMP2
DOUBLE	-2.51881302	-0.32663792	-2.0098	-0.345119240000001	0.0188	1.014253	AR_ko__BMP2_oe	AR_ko	BMP2_oe	KO	OE	AR	BMP2
DOUBLE	-2.491639066	0.486912034	-2.0098	-0.28818465	-0.0404	1.6070444	AR_ko__BRCA1_ko	AR_ko	BRCA1_ko	KO	KO	AR	BRCA1
DOUBLE	-2.91512391	0.55000949	-2.0098	-1.36485277	0.0332	2.105651	AR_ko__BRCA1_oe	AR_ko	BRCA1_oe	KO	OE	AR	BRCA1
DOUBLE	-2.58744397	0.41139513	-2.0098	-0.6037374	0.0194	1.7195401	AR_ko__BRCA2_ko	AR_ko	BRCA2_ko	KO	KO	AR	BRCA2
DOUBLE	-2.61057216	6.05399999997758e-05	-2.0098	-0.6938201	0.0322	1.3921264	AR_ko__BRCA2_oe	AR_ko	BRCA2_oe	KO	OE	AR	BRCA2
DOUBLE	-2.550650454	0.314905146	-2.0098	-0.6379253	0.013588	1.7067879	AR_ko__Caspase3_ko	AR_ko	Caspase3_ko	KO	KO	AR	Caspase3
DOUBLE	-3.841219	1.0525436	-2.0098	-3.519462	0.0142	7.3763436	AR_ko__Caspase3_oe	AR_ko	Caspase3_oe	KO	OE	AR	Caspase3
DOUBLE	-2.58718651	-1.666236801	-2.0098	-0.74935536	0.0244	-0.996452991	AR_ko__Caspase8_ko	AR_ko	Caspase8_ko	KO	KO	AR	Caspase8
DOUBLE	-3.8166	0.451916	-2.0098	-3.490454	-0.0408	6.772646	AR_ko__Caspase8_oe	AR_ko	Caspase8_oe	KO	OE	AR	Caspase8
DOUBLE	-2.51020558	0.14816062	-2.0098	-0.6459685	0.0228	1.4675915	AR_ko__Caspase9_ko	AR_ko	Caspase9_ko	KO	KO	AR	Caspase9
DOUBLE	-3.830885	0.8088358	-2.0098	-3.506898	0.0168	7.1274358	AR_ko__Caspase9_oe	AR_ko	Caspase9_oe	KO	OE	AR	Caspase9
DOUBLE	-2.83245498	-1.08428328	-2.0098	-4.0166	0.0202	0.8198394	AR_ko__CDH2_ko	AR_ko	CDH2_ko	KO	KO	AR	CDH2
DOUBLE	-2.705341013	1.078989387	-2.0098	-0.390647900000001	0.0204	2.0891113	AR_ko__CDH2_oe	AR_ko	CDH2_oe	KO	OE	AR	CDH2
DOUBLE	-2.57205446	0.41103914	-2.0098	-1.07094374	-0.013	2.5398482	AR_ko__cFLAR_ko	AR_ko	cFLAR_ko	KO	KO	AR	cFLAR
DOUBLE	-2.60893465	-1.6224409	-2.0098	-0.6093921	0.0188	-1.005	AR_ko__cFLAR_oe	AR_ko	cFLAR_oe	KO	OE	AR	cFLAR
DOUBLE	-2.60878048	0.0786446500000002	-2.0098	-0.6478458	0.0222	1.3633478	AR_ko__CHK1_2_ko	AR_ko	CHK1_2_ko	KO	KO	AR	CHK1_2
DOUBLE	-2.837079585	0.117668015	-2.0098	-1.1493726	0.0196	1.526595	AR_ko__CHK1_2_oe	AR_ko	CHK1_2_oe	KO	OE	AR	CHK1_2
DOUBLE	-2.61152026	0.35149944	-2.0098	-0.6175491	0.01488	1.6267248	AR_ko__COX4I2_ko	AR_ko	COX4I2_ko	KO	KO	AR	COX4I2
DOUBLE	-2.64555618	0.167646159999999	-2.0098	-0.703541100000001	0.0208	1.5244564	AR_ko__COX4I2_oe	AR_ko	COX4I2_oe	KO	OE	AR	COX4I2
DOUBLE	-2.64806384	0.31952056	-2.0098	-0.5811926	0.0212	1.6703337	AR_ko__CyclinB_ko	AR_ko	CyclinB_ko	KO	KO	AR	CyclinB
DOUBLE	2.8582828	-2.5320277	-2.0098	-0.174472200000001	0.021161	-0.925077	AR_ko__CyclinB_oe	AR_ko	CyclinB_oe	KO	OE	AR	CyclinB
DOUBLE	-4.014	0.430305000000001	-2.0098	-0.817054	0.024	1.8792202	AR_ko__CyclinD_ko	AR_ko	CyclinD_ko	KO	KO	AR	CyclinD
DOUBLE	3.35154744	-2.09968096	-2.0098	0.2828304	-0.0404	-0.9344	AR_ko__CyclinD_oe	AR_ko	CyclinD_oe	KO	OE	AR	CyclinD
DOUBLE	-2.60054574	0.32547712	-2.0098	-0.701926800000001	0.0136	1.7326256	AR_ko__CytoC_ko	AR_ko	CytoC_ko	KO	KO	AR	CytoC
DOUBLE	-2.553097806	0.162568064	-2.0098	-0.6177091	0.012891	1.4274056	AR_ko__CytoC_oe	AR_ko	CytoC_oe	KO	OE	AR	CytoC
DOUBLE	-2.71581364	0.17768401	-2.0098	-0.84967996	0.0216	1.5631256	AR_ko__DAXX_ko	AR_ko	DAXX_ko	KO	KO	AR	DAXX
DOUBLE	-2.55730901	0.58919276	-2.0098	-0.3801797	0.02	1.956253	AR_ko__DAXX_oe	AR_ko	DAXX_oe	KO	OE	AR	DAXX
DOUBLE	-2.55725785	1.48085238	-2.0098	-0.40108846	-0.041	2.684855	AR_ko__DNA_Damage_ko	AR_ko	DNA_Damage_ko	KO	KO	AR	DNA_Damage
DOUBLE	-3.08908715	-0.601641649999999	-2.0098	-2.15646204	0.343855	2.632231	AR_ko__DNA_Damage_oe	AR_ko	DNA_Damage_oe	KO	OE	AR	DNA_Damage
DOUBLE	-2.61604367	0.32231946	-2.0098	-0.6836501	0.0168	1.729018	AR_ko__Dsh_ko	AR_ko	Dsh_ko	KO	KO	AR	Dsh
DOUBLE	-2.55496521	0.189446719999999	-2.0098	-0.660406	0.0192	1.5111336	AR_ko__Dsh_oe	AR_ko	Dsh_oe	KO	OE	AR	Dsh
DOUBLE	-2.53423491	0.27391539	-2.0098	-0.50421967	0.0178	1.7050196	AR_ko__E_cadherin_ko	AR_ko	E_cadherin_ko	KO	KO	AR	E_cadherin
DOUBLE	-2.83371924	1.63335286	-2.0098	-4.0166	0.0138	1.7080545	AR_ko__E_cadherin_oe	AR_ko	E_cadherin_oe	KO	OE	AR	E_cadherin
DOUBLE	-2.53550433	0.34044824	-2.0098	-0.6032027	0.0208	1.7725905	AR_ko__E2F1_ko	AR_ko	E2F1_ko	KO	KO	AR	E2F1
DOUBLE	2.3798578	-2.2985302634	-2.0098	-0.5165084	-0.0166	-0.879422991	AR_ko__E2F1_oe	AR_ko	E2F1_oe	KO	OE	AR	E2F1
DOUBLE	-2.56962838	0.49461772	-2.0098	-0.61838303	0.0154	1.8172125	AR_ko__eEF2_ko	AR_ko	eEF2_ko	KO	KO	AR	eEF2
DOUBLE	-2.606808283	0.198882317	-2.0098	-0.67443006	0.02	1.5622669	AR_ko__eEF2_oe	AR_ko	eEF2_oe	KO	OE	AR	eEF2
DOUBLE	-2.59041986	0.21216274	-2.0098	-0.61111824	0.0222	1.5500617	AR_ko__eEF2K_ko	AR_ko	eEF2K_ko	KO	KO	AR	eEF2K
DOUBLE	-2.51892387	0.19070783	-2.0098	-0.7053979	0.0154	1.6383316	AR_ko__eEF2K_oe	AR_ko	eEF2K_oe	KO	OE	AR	eEF2K
DOUBLE	-3.486266456	3.347611564	-2.0098	-3.313067486	0.019749	3.9077495	AR_ko__EGFR_ko	AR_ko	EGFR_ko	KO	KO	AR	EGFR
DOUBLE	-2.51232291	0.50033399	-2.0098	-0.731161060000001	0.0142	1.888542	AR_ko__EGFR_oe	AR_ko	EGFR_oe	KO	OE	AR	EGFR
DOUBLE	-2.86533692	1.78175838	-2.0098	-4.0166	0.016188	1.84046	AR_ko__EMT_ko	AR_ko	EMT_ko	KO	KO	AR	EMT
DOUBLE	-2.4168475664	0.0291083336	-2.0098	-0.157703160000001	0.018	1.5545317	AR_ko__EMT_oe	AR_ko	EMT_oe	KO	OE	AR	EMT
DOUBLE	-2.59885433	0.30449762	-2.0098	-0.666715200000001	0.0184	1.6202173	AR_ko__EP300_ko	AR_ko	EP300_ko	KO	KO	AR	EP300
DOUBLE	-2.5668757	0.263326439999999	-2.0098	-0.6674827	0.0264	1.653313	AR_ko__EP300_oe	AR_ko	EP300_oe	KO	OE	AR	EP300
DOUBLE	-2.7415864	-0.17080245	-2.0098	-0.6741791	0.021271	1.1045092	AR_ko__ERG_ko	AR_ko	ERG_ko	KO	KO	AR	ERG
DOUBLE	-2.553115466	1.395678764	-2.0098	-0.726501900000001	0.014	3.0093315	AR_ko__ERG_oe	AR_ko	ERG_oe	KO	OE	AR	ERG
DOUBLE	-3.01588089	0.81475291	-2.0098	-1.81899945	-0.0148	2.670337	AR_ko__ERK_ko	AR_ko	ERK_ko	KO	KO	AR	ERK
DOUBLE	-2.61282552	0.51346363	-2.0098	-0.596240700000001	0.0122	1.8689008	AR_ko__ERK_oe	AR_ko	ERK_oe	KO	OE	AR	ERK
DOUBLE	-2.72651947	0.25651153	-2.0098	-0.6609386	0.020881	1.591055	AR_ko__ETS1_ko	AR_ko	ETS1_ko	KO	KO	AR	ETS1
DOUBLE	-2.64212195	0.43411715	-2.0098	-0.540855560000001	0.0216	1.7166898	AR_ko__ETS1_oe	AR_ko	ETS1_oe	KO	OE	AR	ETS1
DOUBLE	-2.52791607	-0.0269428700000001	-2.0098	-0.6115789	0.0156	1.3464718	AR_ko__ETV1_ko	AR_ko	ETV1_ko	KO	KO	AR	ETV1
DOUBLE	-2.61003615	0.330648399999999	-2.0098	-0.602612940000001	0.0118	1.6220271	AR_ko__ETV1_oe	AR_ko	ETV1_oe	KO	OE	AR	ETV1
DOUBLE	-2.57623287	0.21303953	-2.0098	-0.6061668	0.014	1.6009936	AR_ko__EZH2_ko	AR_ko	EZH2_ko	KO	KO	AR	EZH2
DOUBLE	-2.768360196	3.116586704	-2.0098	0.478433799999999	0.0142	2.4114906	AR_ko__EZH2_oe	AR_ko	EZH2_oe	KO	OE	AR	EZH2
DOUBLE	-2.596124115	-1.664179945	-2.0098	-0.7442309	0.0278	-1.005	AR_ko__FADD_ko	AR_ko	FADD_ko	KO	KO	AR	FADD
DOUBLE	-2.42295973	1.19829887	-2.0098	-0.55161046	0.0106	3.0695413	AR_ko__FADD_oe	AR_ko	FADD_oe	KO	OE	AR	FADD
DOUBLE	-2.60771281	-0.16787341	-2.0098	-0.5474086	0.015264	1.073441	AR_ko__FGFR3_ko	AR_ko	FGFR3_ko	KO	KO	AR	FGFR3
DOUBLE	-2.52542023	0.92583331	-2.0098	-0.841277200000001	0.012748	2.3785392	AR_ko__FGFR3_oe	AR_ko	FGFR3_oe	KO	OE	AR	FGFR3
DOUBLE	-2.54535341	0.24493665	-2.0098	-0.6807591	0.019	1.4669386	AR_ko__FOS_ko	AR_ko	FOS_ko	KO	KO	AR	FOS
DOUBLE	-2.55470304	0.2174478	-2.0098	-0.60959864	0.016958	1.5155175	AR_ko__FOS_oe	AR_ko	FOS_oe	KO	OE	AR	FOS
DOUBLE	-2.608339296	0.232960504	-2.0098	-0.627652800000001	0.017196	1.593624	AR_ko__FOXA1_ko	AR_ko	FOXA1_ko	KO	KO	AR	FOXA1
DOUBLE	-2.60289176	1.5544603	-2.0098	-4.0166	0.0152	1.7043077	AR_ko__FOXA1_oe	AR_ko	FOXA1_oe	KO	OE	AR	FOXA1
DOUBLE	-2.593806793	0.0355810070000002	-2.0098	-0.627408760000001	0.0208	1.4251438	AR_ko__FOXO_ko	AR_ko	FOXO_ko	KO	KO	AR	FOXO
DOUBLE	-4.014	2.1367777	-2.0098	-4.0166	0.02278	1.6422787	AR_ko__FOXO_oe	AR_ko	FOXO_oe	KO	OE	AR	FOXO
DOUBLE	-2.570551683	0.336510667	-2.0098	-0.638628600000001	0.017807	1.6635019	AR_ko__FRS2_ko	AR_ko	FRS2_ko	KO	KO	AR	FRS2
DOUBLE	-2.70630694	-0.21993071	-2.0098	-0.6005971	0.0194	1.040677	AR_ko__FRS2_oe	AR_ko	FRS2_oe	KO	OE	AR	FRS2
DOUBLE	-2.49527666	0.12288017	-2.0098	-0.64688336	0.015	1.4592444	AR_ko__fused_event_ko	AR_ko	fused_event_ko	KO	KO	AR	fused_event
DOUBLE	-2.57932708	0.31664338	-2.0098	-0.5610603	0.0208	1.6361576	AR_ko__fused_event_oe	AR_ko	fused_event_oe	KO	OE	AR	fused_event
DOUBLE	-2.513880322	0.382910238	-2.0098	-0.77368026	0.0178	1.823199	AR_ko__GADD45_ko	AR_ko	GADD45_ko	KO	KO	AR	GADD45
DOUBLE	-2.531945774	0.400602486	-2.0098	-0.66942634	0.018134	1.801725	AR_ko__GADD45_oe	AR_ko	GADD45_oe	KO	OE	AR	GADD45
DOUBLE	-2.40005797	-1.88858108	-2.0098	-0.3659911	0.02118	-0.82705981	AR_ko__GLI_ko	AR_ko	GLI_ko	KO	KO	AR	GLI
DOUBLE	-3.69227395	23.17555355	-2.0098	-3.22487653	-0.0404	28.292542	AR_ko__GLI_oe	AR_ko	GLI_oe	KO	OE	AR	GLI
DOUBLE	-2.54318041	0.17485865	-2.0098	-0.6075161	0.0172	1.53035	AR_ko__GLUT1_ko	AR_ko	GLUT1_ko	KO	KO	AR	GLUT1
DOUBLE	-2.60148066	0.15116169	-2.0098	-0.57542914	0.014	1.3545663	AR_ko__GLUT1_oe	AR_ko	GLUT1_oe	KO	OE	AR	GLUT1
DOUBLE	-2.60720818	0.31245798	-2.0098	-0.647147760000001	0.015215	1.6552258	AR_ko__GSH_ko	AR_ko	GSH_ko	KO	KO	AR	GSH
DOUBLE	-2.57119772	0.50348664	-2.0098	-0.5201639	0.0188	1.764337	AR_ko__GSH_oe	AR_ko	GSH_oe	KO	OE	AR	GSH
DOUBLE	-2.63756923	0.471856209999999	-2.0098	-0.6283298	0.013	1.8353317	AR_ko__GSK3_ko	AR_ko	GSK3_ko	KO	KO	AR	GSK3
DOUBLE	-4.014	-1.0759568	-2.0098	-2.7454693	0.019636	1.1074419	AR_ko__GSK3_oe	AR_ko	GSK3_oe	KO	OE	AR	GSK3
DOUBLE	-1.21693331	0.361585689999999	-2.0098	-0.5950506	0.007135	1.6886567	AR_ko__HIF1_ko	AR_ko	HIF1_ko	KO	KO	AR	HIF1
DOUBLE	-4.014	0.158849099999999	-2.0098	-1.2550402	0.0224	1.6217523	AR_ko__HIF1_oe	AR_ko	HIF1_oe	KO	OE	AR	HIF1
DOUBLE	-2.867691003	0.935186437	-2.0098	-1.29395723	0.0116	2.5355857	AR_ko__HSPs_ko	AR_ko	HSPs_ko	KO	KO	AR	HSPs
DOUBLE	-2.32890748	0.51185612	-2.0098	-0.0469787000000004	0.0136	1.8108189	AR_ko__HSPs_oe	AR_ko	HSPs_oe	KO	OE	AR	HSPs
DOUBLE	-2.56967027	0.413425729999999	-2.0098	-0.5923767	0.0132	1.6522258	AR_ko__IDH1_ko	AR_ko	IDH1_ko	KO	KO	AR	IDH1
DOUBLE	-2.58202155	0.17268835	-2.0098	-0.67086874	0.024	1.5669543	AR_ko__IDH1_oe	AR_ko	IDH1_oe	KO	OE	AR	IDH1
DOUBLE	-2.64011186	0.17111854	-2.0098	-0.5556971	0.0206	1.4467346	AR_ko__IKK_ko	AR_ko	IKK_ko	KO	KO	AR	IKK
DOUBLE	-2.514416023	0.300931577	-2.0098	-0.596989440000001	0.0186	1.660248	AR_ko__IKK_oe	AR_ko	IKK_oe	KO	OE	AR	IKK
DOUBLE	-2.548626606	0.236218494	-2.0098	-0.5785117	0.0242	1.5458255	AR_ko__JNK_ko	AR_ko	JNK_ko	KO	KO	AR	JNK
DOUBLE	-2.62531299	0.39012525	-2.0098	-1.1952249	-0.0138	2.6422614	AR_ko__JNK_oe	AR_ko	JNK_oe	KO	OE	AR	JNK
DOUBLE	-2.520482933	0.147827827	-2.0098	-0.610630760000001	0.0168	1.4069536	AR_ko__JUN_ko	AR_ko	JUN_ko	KO	KO	AR	JUN
DOUBLE	-2.64813966	0.28649717	-2.0098	-0.662619800000001	0.0172	1.6177898	AR_ko__JUN_oe	AR_ko	JUN_oe	KO	OE	AR	JUN
DOUBLE	-2.6025068	0.4093944	-2.0098	-0.7233064	0.016205	1.7826308	AR_ko__Lactic_acid_ko	AR_ko	Lactic_acid_ko	KO	KO	AR	Lactic_acid
DOUBLE	-2.53223286	0.12054414	-2.0098	-0.585170000000001	0.01502	1.3811326	AR_ko__Lactic_acid_oe	AR_ko	Lactic_acid_oe	KO	OE	AR	Lactic_acid
DOUBLE	-2.58185569	0.270077659999999	-2.0098	-0.5907307	0.019	1.5048117	AR_ko__LDHA_ko	AR_ko	LDHA_ko	KO	KO	AR	LDHA
DOUBLE	-2.68842018	0.34061697	-2.0098	-0.736130000000001	0.0222	1.748643	AR_ko__LDHA_oe	AR_ko	LDHA_oe	KO	OE	AR	LDHA
DOUBLE	-2.55968203	0.27246277	-2.0098	-0.62048616	0.0216	1.599851	AR_ko__MAP3K1_3_ko	AR_ko	MAP3K1_3_ko	KO	KO	AR	MAP3K1_3
DOUBLE	-2.676502053	-1.719300153	-2.0098	-0.75586274	0.0254	-1.005	AR_ko__MAP3K1_3_oe	AR_ko	MAP3K1_3_oe	KO	OE	AR	MAP3K1_3
DOUBLE	-2.722078006	0.327323194	-2.0098	-0.9868468	0.0168	1.7532527	AR_ko__MDM2_ko	AR_ko	MDM2_ko	KO	KO	AR	MDM2
DOUBLE	-2.32755376	0.31518544	-2.0098	-0.0732816000000005	0.014767	1.5387146	AR_ko__MDM2_oe	AR_ko	MDM2_oe	KO	OE	AR	MDM2
DOUBLE	-3.260659684	0.721405165999999	-2.0098	-0.29513666	0.0218	1.6127216	AR_ko__MED12_ko	AR_ko	MED12_ko	KO	KO	AR	MED12
DOUBLE	-2.41509523	-0.59724687	-2.0098	-0.5273806	0.0144	0.702318	AR_ko__MED12_oe	AR_ko	MED12_oe	KO	OE	AR	MED12
DOUBLE	-2.628398686	0.469475464	-2.0098	-0.6968408	0.013	1.7906775	AR_ko__MEK1_2_ko	AR_ko	MEK1_2_ko	KO	KO	AR	MEK1_2
DOUBLE	-2.637535415	0.202861925	-2.0098	-0.59051744	0.020973	1.4439025	AR_ko__MEK1_2_oe	AR_ko	MEK1_2_oe	KO	OE	AR	MEK1_2
DOUBLE	-4.014	0.3916842	-2.0098	-0.733286300000001	0.028	1.8067272	AR_ko__mTORC1_ko	AR_ko	mTORC1_ko	KO	KO	AR	mTORC1
DOUBLE	-1.85661789	0.22961411	-2.0098	-0.630445600000001	0.00503	1.7189485	AR_ko__mTORC1_oe	AR_ko	mTORC1_oe	KO	OE	AR	mTORC1
DOUBLE	-2.56179392	0.32561438	-2.0098	-0.66649346	0.0218	1.703054	AR_ko__mTORC2_ko	AR_ko	mTORC2_ko	KO	KO	AR	mTORC2
DOUBLE	-2.56355798	0.42050576	-2.0098	-0.676976	0.017873	1.7977902	AR_ko__mTORC2_oe	AR_ko	mTORC2_oe	KO	OE	AR	mTORC2
DOUBLE	-2.458623686	0.463893764	-2.0098	-0.6499292	0.016	1.7811878	AR_ko__MXI1_ko	AR_ko	MXI1_ko	KO	KO	AR	MXI1
